price,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
404.5,3,1.75,2420,12676,2.0,0,0,3,7,2420,0,1911,1986,200.4943,5.2109999999999985,1210,6769
452.0,2,1.0,1320,8380,1.0,0,0,3,7,1320,0,1953,0,200.705,4.632999999999996,1290,8025
258.905,3,1.0,940,8400,1.0,0,0,5,7,940,0,1958,0,200.5112,4.832999999999998,950,8400
204.95,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,200.2786,4.75,1310,6000
416.5,3,1.0,1130,8159,1.0,0,0,4,7,1130,0,1954,0,200.7362,4.667000000000002,1570,8162
473.0,4,2.5,2100,8400,1.0,0,0,4,7,1240,860,1976,0,200.735,4.829999999999998,1980,8610
1459.0,5,4.0,4070,11334,2.0,0,0,3,10,4070,0,2014,0,200.6771,4.812999999999988,2640,9401
400.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,200.7277,5.037999999999997,1890,14018
662.0,4,2.75,3060,35380,1.0,0,0,3,9,1810,1250,1982,0,200.6198,4.962000000000003,1980,10425
755.0,4,2.75,3170,7634,2.0,0,0,3,10,3170,0,1992,0,200.5774,4.945999999999998,2940,7846
202.0,3,1.75,1690,7735,1.0,0,0,4,7,1060,630,1976,0,200.3324,4.719999999999999,1580,7503
228.0,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,1984,0,200.2983,4.626000000000005,1580,8280
474.0,2,1.0,1120,4284,1.0,0,0,3,6,730,390,1921,0,200.6688,4.676000000000002,2050,4160
663.1,4,2.5,2430,8509,2.0,0,0,3,9,2430,0,1992,0,200.5714,5.009,2760,8509
253.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,200.4852,4.694999999999993,1480,9078
1005.0,4,2.0,1780,15648,1.5,0,0,5,8,1780,0,1918,0,200.5849,4.802000000000007,2320,14963
342.0,2,1.0,1010,4000,1.0,0,0,3,7,1010,0,1947,0,200.5311,4.617999999999995,1480,4366
474.0,5,2.5,2690,11745,1.0,0,0,3,8,1790,900,1960,0,200.7708,4.637999999999991,2670,7905
550.0,6,1.75,1820,6250,1.0,0,0,3,7,1130,690,1954,0,200.579,4.609999999999999,1820,5750
366.0,3,1.0,1100,4046,1.5,0,4,4,6,1100,0,1922,0,200.344,4.668999999999997,2550,7847
155.55,4,1.0,1470,6061,1.5,0,0,3,7,1470,0,1945,0,200.4819,4.7109999999999985,1230,6175
361.0,2,1.75,1060,16470,1.0,0,0,3,7,1060,0,1977,0,200.7409,4.911000000000001,1790,16748
255.0,3,1.75,1590,7560,1.0,0,0,3,7,1130,460,1984,0,200.4016,4.819999999999993,1500,7560
338.0,3,2.5,1520,3041,2.0,0,0,3,7,1520,0,2009,0,200.4874,4.847999999999999,1820,3229
309.0,3,1.0,900,7500,1.0,0,0,4,7,900,0,1972,0,200.7314,4.762999999999991,1960,7500
237.60299999999998,3,1.75,1750,11461,2.0,0,0,4,7,1750,0,1976,0,200.3173,4.790000000000006,2140,11276
340.5,3,1.0,1370,6780,2.0,0,0,3,6,1370,0,1930,0,200.7156,4.709000000000003,1450,7214
335.0,3,2.5,1870,4657,2.0,0,0,3,8,1870,0,2000,0,200.4615,4.786000000000001,2290,4795
354.95,3,2.5,1420,1162,3.0,0,0,3,8,1420,0,2002,0,200.6982,4.6510000000000105,1430,1560
564.63,4,2.5,3370,4934,2.0,0,0,3,9,3370,0,2014,0,200.3562,4.977999999999994,2980,5046
405.0,4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,0,200.7157,4.716000000000008,1150,7733
349.2,4,2.5,2490,5812,2.0,0,0,3,8,2490,0,2000,0,200.3875,4.844999999999999,2690,6012
409.95,4,2.25,2340,217014,1.0,0,0,4,8,2340,0,1982,0,200.2953,4.917000000000002,2340,107898
401.5,3,1.0,1710,5110,1.0,0,0,3,7,1100,610,1954,0,200.5256,4.621000000000009,1310,5110
258.779,4,2.0,2030,9600,1.5,0,0,3,6,1430,600,1947,0,200.4459,4.727999999999994,1820,14600
910.0,4,3.0,3370,47959,2.0,0,0,4,10,3370,0,1981,0,200.733,4.871000000000009,3370,38896
433.75,3,1.0,1100,4080,1.0,0,0,4,7,900,200,1929,0,200.6872,4.649000000000001,1170,4080
605.0,4,2.5,2230,12753,1.0,0,0,4,7,1180,1050,1981,0,200.6297,4.967000000000013,1860,12753
464.9,3,1.75,2580,11000,1.0,0,0,4,7,1290,1290,1951,0,200.5646,4.819000000000003,2280,17643
415.0,3,3.25,2650,7819,1.0,0,2,4,8,1760,890,1956,0,200.4821,4.807999999999994,2400,7727
469.0,3,1.75,1630,28600,1.0,0,0,3,8,1630,0,1967,0,200.7742,4.859999999999999,2260,26000
452.0,3,2.25,1440,4667,2.0,0,0,3,7,1440,0,1985,0,200.5662,4.982999999999991,1610,4756
416.75300000000004,3,2.5,1710,3795,2.0,0,0,3,7,1710,0,2009,0,200.6968,4.975999999999999,1600,3821
1510.0,4,3.5,3480,7232,2.0,0,0,3,9,2580,900,1926,2010,200.5859,4.709000000000003,2380,5642
583.0,3,1.75,2120,10875,1.0,0,2,3,8,1540,580,1977,0,200.504,4.617999999999995,2460,11760
687.0,4,2.25,2450,34092,2.0,0,0,4,8,2450,0,1980,0,200.5751,4.951000000000008,2410,35378
765.0,3,2.5,4040,147856,2.0,0,0,3,9,4040,0,2004,0,200.2711,4.932999999999994,3000,125452
670.0,3,1.0,1650,5102,1.0,0,0,4,8,1300,350,1953,0,200.6524,4.5960000000000045,1440,5102
440.0,4,2.0,2030,4033,2.0,0,0,4,7,1630,400,1925,0,200.7056,4.657999999999987,1350,1340
285.017,3,2.5,1850,8770,2.0,0,0,3,8,1850,0,1996,0,200.2091,4.9910000000000005,2350,8606
524.0,4,2.5,1950,2617,1.5,0,0,4,7,1250,700,1910,0,200.6696,4.627999999999986,1520,1438
758.0,4,1.75,2160,39430,1.0,0,0,4,8,1660,500,1974,0,200.6378,4.814999999999999,2430,35329
305.0,4,1.0,1730,177657,1.5,0,0,3,5,1730,0,1948,0,200.5163,5.1710000000000065,1400,45175
562.5,3,2.25,1820,9670,2.0,0,0,3,8,1820,0,1984,0,200.6382,4.8900000000000015,2160,11424
260.0,4,1.75,1650,7200,1.0,0,0,3,7,1100,550,1977,0,200.3944,4.812999999999988,1620,7374
585.0,6,1.75,2180,4000,1.5,0,0,4,7,1380,800,1926,0,200.6643,4.709999999999994,1720,4000
254.9,3,2.5,1630,7700,1.0,0,0,3,7,1120,510,1978,0,200.3876,4.7890000000000015,1640,8160
240.0,4,2.5,1810,39639,1.0,0,0,3,7,1230,580,1970,0,200.3472,4.8900000000000015,1810,44866
1280.0,4,2.5,2720,16454,1.0,0,1,5,9,1870,850,1963,0,200.5489,4.783999999999992,3560,15993
845.0,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,200.5378,4.781000000000006,2770,10744
305.0,5,1.0,1940,8875,1.0,0,0,3,7,1940,0,1957,0,200.4407,4.724999999999994,1380,8875
1233.0,4,2.5,5730,44947,2.0,0,4,3,11,4280,1450,1991,0,200.6052,4.936000000000006,3310,17628
460.0,4,1.75,1790,45738,1.0,0,0,3,8,1410,380,1976,0,200.7453,4.871000000000009,1870,47480
482.0,3,1.75,1780,8085,1.0,0,0,3,7,1210,570,1976,0,200.7357,4.802999999999997,1780,8085
429.0,3,1.75,1140,3395,1.0,0,0,5,7,620,520,1925,0,200.6712,4.6070000000000135,1480,3500
335.0,3,2.25,2220,4060,1.0,0,0,3,7,1330,890,1993,0,200.5188,4.734999999999999,1930,5625
304.5,3,1.75,1880,11700,1.0,0,0,4,7,1880,0,1968,0,200.3213,4.812999999999988,2230,35200
504.9,3,1.75,2430,8820,1.0,0,2,3,8,1630,800,1977,0,200.4972,4.767000000000009,2390,10050
1230.0,4,2.5,2740,16007,2.0,0,0,3,9,2740,0,1984,0,200.6353,4.771000000000001,2760,16008
475.0,3,3.25,1710,2381,2.0,0,0,3,8,1360,350,2003,0,200.5477,4.996000000000009,1420,1163
855.0,4,3.5,3920,37122,2.0,0,0,3,10,3920,0,1996,0,200.6316,5.0120000000000005,2550,32647
555.0,3,2.75,1960,13252,1.0,0,0,5,8,1240,720,1975,0,200.5582,4.861000000000004,2040,9866
204.0,3,1.0,1510,9100,1.0,0,0,3,7,1510,0,1966,0,200.3331,4.680999999999997,1180,7220
189.9,2,1.0,1230,5000,1.0,0,0,5,6,1230,0,1911,0,200.2064,5.0120000000000005,1230,5413
385.0,2,2.0,1370,5756,1.0,0,0,3,8,1370,0,1986,0,200.71400000000003,4.795000000000002,1380,5444
355.0,4,1.75,2420,8400,1.0,0,0,5,7,1620,800,1964,0,200.5017,4.834999999999994,1660,8400
368.0,3,2.5,2740,11872,2.0,0,0,3,9,2740,0,1990,0,200.3076,4.605000000000004,2570,10377
368.0,2,2.0,920,1201,2.0,0,0,3,8,800,120,2009,0,200.5926,4.704999999999998,1150,1161
576.5,4,1.75,1920,7455,1.0,0,0,4,7,960,960,1939,1964,200.7106,4.713999999999999,1920,7455
550.0,5,2.5,2730,17240,1.0,0,0,5,7,1660,1070,1958,0,200.7646,4.732999999999991,2250,13200
385.0,5,2.0,1680,3240,1.0,0,0,3,5,840,840,1906,0,200.5965,4.688999999999994,1380,1260
334.0,3,2.75,1920,7700,1.0,0,0,4,8,1320,600,1978,0,200.3213,4.622000000000014,2040,8000
629.8,3,2.0,2250,14274,1.0,0,0,4,8,1500,750,1964,0,200.5762,4.782999999999987,2820,13813
244.95,2,1.5,1068,1452,2.0,0,0,3,7,1068,0,1990,0,200.753,4.756,1078,1357
594.5,4,2.5,2630,6326,2.0,0,0,3,9,2630,0,2008,0,200.5222,5.126000000000005,3240,6229
420.0,1,2.0,3000,204732,2.5,0,2,3,8,3000,0,1979,0,200.6331,5.055000000000007,2330,213008
530.0,3,1.5,1540,4773,2.0,0,0,3,8,1540,0,1941,2009,200.5678,4.622000000000014,1540,5750
774.95,3,2.0,2190,5400,1.0,0,2,5,7,1260,930,1952,0,200.6737,4.599999999999994,2160,5400
535.0,3,2.5,2640,13775,1.0,0,0,3,8,1550,1090,1978,0,200.5875,4.822999999999993,2120,12432
1042.0,4,3.5,4440,10660,2.0,0,0,3,11,4440,0,2003,0,200.5294,4.863,4390,9976
551.0,2,1.0,1200,12856,1.0,0,0,4,6,1200,0,1948,0,200.5321,4.966000000000008,1740,6098
755.0,3,2.5,2390,6550,1.0,0,2,4,8,1440,950,1955,0,200.5714,4.592000000000013,2010,6550
253.0,1,1.0,790,12000,1.0,0,0,3,6,790,0,1918,0,200.5146,4.734999999999999,1900,6000
284.0,3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1979,0,200.3025,4.617999999999995,1390,7770
632.5,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,200.6711,4.668999999999997,1890,4080
437.0,3,2.5,1660,15000,1.0,0,0,4,7,1660,0,1970,0,200.5803,4.950000000000003,2060,15015
465.0,3,2.5,1690,5131,1.0,0,0,3,7,1690,0,1941,1998,200.5234,4.6200000000000045,860,5137
330.0,3,2.25,1570,43350,1.0,0,3,4,7,1570,0,1967,0,200.2377,4.983999999999996,1570,220849
1305.0,6,3.5,6563,32670,2.0,0,0,3,10,5153,1410,2002,0,200.6078,4.842999999999988,2610,22651
710.0,2,2.0,1650,6840,1.5,0,0,5,7,1650,0,1916,0,200.6512,4.662000000000006,1700,4560
955.0,3,2.75,2750,18029,1.0,0,2,5,9,1810,940,1978,0,200.5617,4.8660000000000005,2850,10021
785.0,3,3.5,3310,5558,2.0,0,0,3,9,3310,0,2005,0,200.5553,4.997000000000014,3310,5270
358.0,5,2.75,2130,5000,1.0,0,0,5,7,1100,1030,1978,0,200.5271,4.725999999999999,1340,6837
439.0,4,3.0,2010,8171,2.0,0,0,3,8,2010,0,1973,0,200.7688,4.782000000000012,2090,8203
425.0,2,1.0,960,112384,1.0,0,0,3,7,960,0,1955,0,200.7642,4.7660000000000045,1210,24875
330.0,1,0.75,410,8636,1.0,0,0,2,4,410,0,1953,0,200.5077,4.6429999999999865,1190,8636
215.0,3,1.0,1730,7210,1.0,0,0,3,7,1430,300,1963,0,200.3404,4.719999999999999,1820,7210
785.0,3,2.5,2940,15875,2.0,0,0,3,10,2940,0,1994,0,200.5947,4.983999999999996,2980,15875
355.0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,1978,0,200.4491,4.547000000000012,1640,99316
900.0,4,2.0,1710,4178,1.5,0,0,4,8,1710,0,1926,0,200.6373,4.700000000000003,1760,4178
272.5,2,1.0,1747,12250,2.5,0,0,4,6,1747,0,1948,0,200.3282,4.715000000000003,1620,10300
610.0,3,1.75,1930,5400,2.0,0,2,3,9,1930,0,1978,0,200.77,4.608999999999996,2100,6840
680.0,4,2.5,2920,6000,2.0,0,4,3,9,2920,0,2004,0,200.5333,5.1410000000000045,3100,6001
500.0,3,1.75,2080,3000,1.0,0,0,4,7,1040,1040,1925,0,200.6853,4.650000000000006,1000,3193
687.0,4,2.5,3600,203425,2.0,0,0,3,9,3400,200,1979,0,200.7597,4.9820000000000135,3150,202989
313.5,2,1.0,850,6174,1.0,0,0,4,7,850,0,1950,0,200.7352,4.672000000000012,1100,6174
640.0,4,2.5,2720,7991,2.0,0,0,3,9,2720,0,2006,0,200.7168,4.668999999999997,1590,8611
397.0,5,2.5,2340,5670,2.0,0,0,3,7,2340,0,2009,0,200.4913,4.847999999999999,2190,4869
573.5,4,2.5,3010,6181,2.0,0,0,3,9,3010,0,2000,0,200.5212,4.807999999999994,2960,6515
1265.0,4,2.0,2970,5400,2.5,0,0,4,9,2970,0,1900,0,200.6235,4.6910000000000025,2500,5040
175.0,2,1.0,1500,18540,1.0,0,0,3,8,1500,0,1950,0,200.4727,4.718999999999994,1700,9355
425.0,5,3.0,2630,3149,2.0,0,0,3,8,1670,960,2013,0,200.5065,4.8289999999999935,2240,4825
655.0,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,200.5876,4.707999999999998,2450,6000
234.8,2,1.75,1110,1773,2.0,0,0,3,8,1110,0,2014,0,200.5647,4.707000000000008,1420,2855
660.0,3,2.0,1820,4480,1.0,0,0,5,7,1120,700,1923,0,200.6717,4.704999999999998,1920,4480
259.6,3,2.0,1470,20000,1.0,0,0,4,7,1470,0,1968,0,200.2973,4.920000000000002,1390,30056
255.0,3,2.0,1470,12096,1.0,0,0,4,6,1470,0,1942,0,200.3734,4.807000000000002,1470,10966
264.95,2,1.0,790,8100,1.0,0,0,3,6,790,0,1947,0,200.7159,4.694999999999993,1420,8100
490.0,2,2.5,1430,923,3.0,0,0,3,8,1410,20,2008,0,200.6683,4.644999999999996,1620,1505
129.0,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,200.4756,4.698999999999998,1560,8603
320.0,2,1.0,780,7200,1.0,0,0,2,6,780,0,1935,0,200.5609,4.7210000000000045,1750,7200
325.9,3,2.0,1770,7251,1.0,0,0,4,8,1770,0,1990,0,200.4087,4.829999999999998,2560,7210
895.0,4,2.25,2770,13500,2.0,0,0,3,8,2770,0,1974,0,200.543,4.768999999999991,2300,13500
272.5,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,200.3737,4.885000000000005,1140,6600
801.0,4,3.5,3670,4960,2.0,0,0,3,9,2870,800,2005,0,200.7022,4.626000000000005,1520,6335
320.0,4,1.75,1850,8580,1.0,0,0,3,7,1140,710,1960,0,200.4877,4.760000000000005,2210,9240
405.0,4,1.5,1390,7200,1.0,0,0,3,7,1140,250,1965,0,200.7224,4.667999999999992,1630,7702
225.0,3,1.0,1000,223462,1.0,0,2,4,6,1000,0,1933,0,200.2099,4.957000000000008,1710,105850
340.0,1,1.0,720,5100,1.0,0,0,3,6,720,0,1907,0,200.6821,4.6200000000000045,1320,5100
444.88800000000003,2,2.0,1300,6515,1.0,0,0,3,8,1300,0,2005,0,200.7078,4.987000000000009,1640,6009
985.0,4,3.0,3680,5854,1.0,0,3,3,10,2060,1620,1967,0,200.6327,4.605000000000004,3140,5000
1505.0,3,3.5,3530,3610,2.0,0,0,3,10,2370,1160,2008,0,200.6857,4.661000000000001,1780,3610
480.0,3,2.5,2220,60984,2.0,0,0,4,8,2220,0,1987,0,200.4802,4.947999999999993,1930,55333
1130.0,4,2.5,2520,2600,2.0,0,0,5,8,1670,850,1925,0,200.6434,4.642000000000009,2290,3600
730.0,2,1.0,2410,5930,2.0,0,0,3,9,1930,480,2007,0,200.5657,4.605000000000004,1540,5892
435.0,4,2.0,1990,4740,1.0,0,0,3,7,1080,910,1926,0,200.6112,4.697000000000003,1560,2370
465.0,3,1.75,1400,12155,1.0,0,0,4,7,1400,0,1977,0,200.5926,4.952999999999988,2540,23522
410.0,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,0,200.681,4.612000000000009,1790,5355
364.95,3,2.75,2540,8604,2.0,0,0,3,8,2540,0,1991,0,200.3209,4.814999999999999,2260,7438
421.0,2,1.75,1270,7560,1.5,0,0,4,7,1270,0,1932,0,200.7083,4.6429999999999865,1480,7560
334.0,4,1.0,1120,3844,1.0,0,0,3,7,1120,0,1972,0,200.7038,4.647999999999996,1480,3844
1155.0,3,2.75,3230,75889,2.0,1,4,3,7,3230,0,1925,1993,200.3344,4.6299999999999955,2560,72229
305.0,3,2.25,1760,5421,2.0,0,0,3,7,1760,0,1991,0,200.3484,4.962999999999994,1570,6000
510.0,4,2.5,2420,5006,2.0,0,0,3,8,2420,0,2013,0,200.4795,4.873999999999995,2750,5471
480.0,4,2.75,2620,6178,2.0,0,0,3,8,2620,0,2013,0,200.4823,5.228999999999999,2790,6538
204.5,3,1.0,920,9812,1.0,0,0,4,7,920,0,1962,0,200.2958,4.716000000000008,1188,9812
2955.0,5,4.75,6240,47480,1.0,0,3,3,11,4610,1630,2003,0,200.5317,4.767000000000009,4170,17668
394.95,4,2.5,2240,5500,2.0,0,0,3,8,2240,0,2013,0,200.496,4.831000000000003,700,5500
364.95,3,1.0,1400,4980,1.0,0,0,3,6,950,450,1943,0,200.7041,4.659999999999997,990,4980
804.95,4,2.5,3320,7429,2.0,0,0,3,9,3320,0,2014,0,200.7189,4.775000000000006,1840,7429
515.0,3,2.75,1950,12630,1.0,0,0,4,8,1230,720,1969,0,200.6301,4.8929999999999865,1990,12196
450.0,4,2.5,2280,42077,2.0,0,0,3,8,2280,0,1994,0,200.3424,4.9229999999999885,2280,36236
700.0,3,1.75,2080,5687,1.5,0,0,4,8,2080,0,1924,0,200.5776,4.7109999999999985,2300,5995
285.0,2,1.0,2280,37500,2.0,0,0,3,7,2280,0,1932,0,200.525,4.611000000000004,2360,6000
215.0,3,1.0,1200,7200,1.0,0,0,3,6,1200,0,1977,0,200.3746,4.817000000000006,1200,7420
334.445,2,1.5,830,1119,2.0,0,0,3,7,830,0,2005,0,200.5828,4.686000000000006,1480,3622
795.0,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,1977,0,200.592,4.834000000000003,2500,10004
323.4,4,2.5,1820,6916,2.0,0,0,3,7,1820,0,1994,0,200.3862,4.9710000000000045,1680,6995
265.0,2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,200.3375,4.952000000000012,1270,17699
724.0,4,2.75,2210,3400,1.5,0,0,5,7,1470,740,1926,0,200.6826,4.688999999999994,1500,3400
494.0,3,2.5,3080,5598,2.0,0,0,3,8,3080,0,2006,0,200.4372,4.793999999999997,3080,5303
230.0,3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,0,200.3473,4.686000000000006,1870,8017
450.0,3,2.75,2180,3703,2.0,0,0,3,8,2180,0,2004,0,200.776,4.831000000000003,2190,3963
660.0,3,1.75,1960,5520,1.0,0,0,4,7,1080,880,1952,0,200.6535,4.602999999999994,1720,5760
250.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,200.3507,4.822000000000003,1630,6458
454.0,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,200.7155,4.685000000000001,1520,7169
314.95,3,2.25,1990,6350,2.0,0,0,3,7,1990,0,1967,0,200.3822,4.6839999999999975,1220,6250
404.0,3,2.5,1430,1250,3.0,0,0,3,7,1430,0,2007,0,200.6904,4.657999999999987,1360,1269
1685.0,4,3.75,4490,34982,2.0,0,0,3,12,4490,0,1998,0,200.6406,4.843999999999994,4470,37525
800.0,4,3.25,3520,5250,2.0,0,0,3,9,3520,0,2012,0,200.6869,4.981000000000009,3220,5781
795.0,3,1.75,2050,4080,2.0,0,0,3,8,2050,0,1991,0,200.6698,4.674999999999997,1890,4080
343.0,2,1.0,750,6439,1.0,0,0,4,6,750,0,1934,0,200.6995,4.646000000000001,1470,6374
478.0,3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,200.6692,4.609999999999999,1390,1140
749.0,3,2.5,2670,12187,2.0,0,0,3,8,2670,0,1986,0,200.6677,4.849999999999994,2400,8999
595.0,3,2.5,1990,8325,2.0,0,0,4,8,1310,680,1997,0,200.705,4.798999999999992,2450,10606
705.0,4,1.0,1680,4021,1.5,0,0,3,7,1680,0,1921,0,200.6663,4.667999999999992,1710,4021
318.0,3,1.0,1510,10369,1.0,0,0,4,7,1010,500,1968,0,200.4808,4.9010000000000105,1510,16057
497.0,4,2.0,1640,5000,2.0,0,0,3,7,1640,0,1907,1983,200.6662,4.635000000000005,1240,5000
730.0,3,1.0,1000,19969,1.0,0,0,3,7,1000,0,1951,0,200.6745,4.802999999999997,1370,7962
365.0,4,3.0,2580,6740,2.0,0,0,3,8,2580,0,1999,0,200.4296,4.814999999999999,2010,6740
260.0,3,1.75,1700,7532,1.0,0,0,3,7,1700,0,1987,0,200.355,4.823999999999998,1690,7405
405.95,2,1.75,2320,6250,1.0,0,0,3,7,1400,920,1948,0,200.5468,4.61399999999999,1420,6250
260.0,3,2.5,1720,6194,2.0,0,0,3,8,1720,0,1998,0,200.2624,4.778999999999996,1720,6211
226.0,3,1.0,910,8789,1.0,0,0,3,7,910,0,1966,0,200.4345,4.673999999999992,1160,8789
380.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,200.5491,4.7320000000000135,2280,8750
375.0,2,1.5,1010,2102,2.0,0,0,3,7,1010,0,1984,0,200.6374,4.625,1480,2632
730.0,4,2.5,2870,5118,2.0,0,0,3,9,2870,0,2006,0,200.5544,5.010000000000005,2940,4800
424.0,2,2.25,1180,1253,2.0,0,0,3,8,840,340,2008,0,200.6124,4.6910000000000025,1310,1963
405.0,3,2.0,2260,11305,1.0,0,0,3,7,1130,1130,1986,0,200.4544,4.7960000000000065,2080,10248
544.0,2,1.75,1900,5175,1.0,0,0,3,7,1200,700,1919,0,200.5689,4.61399999999999,1370,5175
327.0,3,1.75,2200,12231,1.0,0,0,4,7,1250,950,1964,0,200.5076,4.827000000000012,2200,9825
603.8,1,1.0,1090,32010,1.0,0,0,4,6,1090,0,1958,0,200.6928,5.1299999999999955,1870,25346
297.6,3,1.5,1520,7123,1.0,0,0,4,7,1520,0,1959,0,200.4991,4.823999999999998,1450,8023
209.0,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1971,0,200.3105,4.978999999999999,1580,7405
285.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,1923,0,200.4889,4.701000000000008,1100,14459
568.25,3,1.75,1370,2800,1.0,0,0,5,7,800,570,1982,0,200.6157,4.709000000000003,2270,3773
811.0,4,2.5,2500,206474,1.0,0,0,3,10,2500,0,1997,0,200.6778,5.006,3680,208652
110.5,2,1.0,930,7740,1.0,0,0,1,5,930,0,1932,0,200.4611,4.676000000000002,1620,8584
630.0,3,2.25,1970,4564,1.0,0,0,3,8,1470,500,1959,0,200.6703,4.590000000000003,1980,5000
1645.0,3,3.25,3140,5445,2.0,0,3,4,10,2240,900,1913,0,200.6406,4.6529999999999925,2950,5250
354.0,3,2.25,1640,7261,2.0,0,0,3,7,1640,0,1989,0,200.7192,4.823999999999998,1640,6789
735.0,4,2.75,2920,4500,2.0,0,0,3,9,2920,0,1999,0,200.5646,4.876000000000005,2920,4505
1370.0,5,3.5,4210,17258,2.0,0,3,3,12,4210,0,1995,0,200.553,4.88600000000001,4630,17909
687.0,3,1.75,1830,5120,1.5,0,2,5,8,1830,0,1903,0,200.6051,4.688999999999994,2120,5120
640.0,5,1.75,2240,4750,1.0,0,0,4,7,1120,1120,1920,0,200.6727,4.707000000000008,1980,4750
1191.04,3,1.75,2550,6117,2.0,0,0,3,9,1650,900,1951,2004,200.6109,4.715000000000003,2100,4967
222.0,2,1.0,720,4760,1.0,0,0,5,5,720,0,1942,0,200.496,4.813999999999994,840,4760
505.0,4,2.25,2490,23478,2.0,0,0,3,8,2490,0,1981,0,200.7547,4.906000000000006,2030,12611
372.0,4,1.0,1820,5500,1.5,0,0,3,6,1820,0,1947,0,200.5185,4.6370000000000005,1140,5500
570.0,5,2.5,4320,107157,1.0,0,0,4,8,2160,2160,1967,0,200.4009,4.9410000000000025,2480,107157
420.0,4,2.5,2170,8518,1.0,0,3,3,7,1350,820,1955,0,200.5073,4.7660000000000045,1880,7680
152.2,3,1.0,1420,9600,1.0,0,0,4,6,1420,0,1954,0,200.4232,4.707999999999998,1400,8415
1145.0,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,200.5844,4.918999999999997,3150,15542
345.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,200.6169,4.937999999999988,1230,7500
1055.0,4,2.5,3030,12590,1.5,0,0,4,10,3030,0,1988,0,200.5806,4.807000000000002,2980,11635
285.0,1,0.0,600,24501,1.0,0,0,2,3,600,0,1950,0,200.5316,5.251000000000005,990,22549
507.0,3,2.5,1870,9135,1.0,0,0,3,7,1250,620,1984,0,200.6269,4.939999999999999,1550,9100
555.0,4,1.75,2150,9000,1.0,0,0,4,7,1110,1040,1966,0,200.6812,4.8870000000000005,2040,9000
465.0,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,200.6802,4.612000000000009,1640,5500
275.0,3,2.5,1670,8364,1.0,0,0,4,7,1300,370,1990,0,200.36900000000003,4.915999999999997,1490,8143
223.0,2,1.5,2010,7755,2.0,0,0,3,7,2010,0,1952,0,200.4947,4.767000000000009,1360,8037
405.0,4,1.75,1580,5340,1.0,0,0,3,7,1130,450,1947,0,200.6003,4.694000000000003,830,980
320.0,2,1.0,790,6969,1.0,0,0,3,6,790,0,1955,1984,200.6978,4.8359999999999985,1380,12196
530.0,3,1.75,1710,7350,1.0,0,0,3,8,1280,430,1981,0,200.699,4.832999999999998,2100,7560
209.995,2,1.0,970,8185,1.0,0,0,5,6,970,0,1904,0,200.4025,4.798999999999992,1500,12541
1500.0,4,3.75,3770,4000,2.5,0,0,5,9,2890,880,1916,0,200.6157,4.712999999999994,2800,5000
270.95,3,1.5,1150,8450,1.0,0,0,4,6,1150,0,1951,0,200.4927,4.7760000000000105,1160,6800
467.608,3,2.5,2010,2778,2.0,0,0,3,8,1390,620,2014,0,200.5528,5.001000000000005,1540,1689
341.5,3,2.0,1830,12891,1.0,0,0,3,7,1830,0,1994,0,200.3924,4.807999999999994,2320,8709
405.0,5,1.75,2300,6720,2.0,0,0,3,7,2300,0,1905,0,200.528,4.680000000000007,1200,6000
605.0,3,2.5,2630,77972,2.0,0,0,3,9,2630,0,2004,0,200.745,5.084000000000003,2250,75794
358.0,3,2.25,1900,3800,2.0,0,0,3,7,1900,0,2006,0,200.4866,4.840000000000003,1950,3800
131.0,1,1.0,610,4400,1.0,0,0,3,5,610,0,1922,0,200.4865,4.802999999999997,1090,4930
